"","account_id","district_name","open_date","statement_frequency","num_cutomers","credit_cards","loan_status","loan_default","loan","loan_amount","loan_payments","loan_term","min_withdrawal","max_withdrawal","cc_payments","min_balance","max_balance"
"124",132,"Teplice",1996-05-11,"after every transaction",2,1,"expired","Flase","False",88440,7370,"12",100,46500,79,200,144112
"125",133,"Zlin",1997-10-11,"weekly",1,0,NA,NA,NA,NA,NA,NA,30,64600,44,900,144565
"126",134,"Chomutov",1997-12-10,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,12700,27,300,47697
"127",135,"Prerov",1993-06-15,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,24700,161,700,75906
"128",136,"Ostrava - mesto",1996-05-14,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,8100,60,600,32170
"129",137,"Karvina",1996-07-19,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,36000,59,900,81958
"130",138,"Domazlice",1995-09-19,"monthly",2,0,NA,NA,NA,NA,NA,NA,200,4700,15,1100,21200
"131",139,"Louny",1997-05-15,"weekly",1,1,NA,NA,NA,NA,NA,NA,30,35300,39,1000,88778
"132",140,"Karlovy Vary",1996-06-25,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,24600,42,300,84824
"133",141,"Louny",1996-03-06,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,45100,69,900,89665
"134",142,"Trutnov",1993-02-15,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,6200,137,900,30167
"135",143,"Tabor",1996-11-27,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,4500,47,500,27564
"136",144,"Praha - vychod",1997-04-03,"weekly",1,1,NA,NA,NA,NA,NA,NA,2,64700,53,-2469,123234
"137",145,"Tachov",1996-01-03,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,28900,94,1100,68969
"138",146,"Kladno",1993-09-02,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,11050,129,500,38814
"139",148,"Mlada Boleslav",1993-06-21,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,3400,129,500,27206
"140",149,"Hradec Kralove",1997-11-16,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,21200,44,300,58484
"141",150,"Opava",1995-03-16,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,27400,130,1900,98752
"142",151,"Sumperk",1993-09-06,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,7100,147,1000,34425
"143",152,"Hl.m. Praha",1996-04-12,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,6300,76,1100,35746
"144",153,"Vsetin",1993-09-19,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,17200,129,400,53039
"145",154,"Nachod",1994-06-21,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,18900,111,900,96137
"146",155,"Jihlava",1995-11-07,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,14560,95,300,38532
"147",156,"Zlin",1997-10-22,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,8430,25,1000,21707
"148",157,"Praha - zapad",1997-03-28,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,6300,40,200,39576
"149",158,"Litomerice",1995-03-15,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,33200,91,700,83034
"150",159,"Karvina",1997-02-11,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,25600,46,800,103034
"151",160,"Cheb",1993-09-04,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,57100,152,400,113217
"152",161,"Plzen - sever",1994-07-04,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,14450,109,900,29469
"153",162,"Prostejov",1993-08-25,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,13900,125,200,40827
"154",163,"Sokolov",1993-01-27,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,9050,141,900,43752
"155",164,"Prostejov",1996-09-13,"monthly",1,0,NA,NA,NA,NA,NA,NA,100,21700,32,200,67994
"156",165,"Klatovy",1993-06-01,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,14650,135,1000,62489
"157",166,"Pelhrimov",1996-08-20,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,4300,53,800,31842
"158",167,"Rokycany",1996-02-26,"weekly",1,1,NA,NA,NA,NA,NA,NA,30,55100,83,1100,126467
"159",168,"Tachov",1993-04-27,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,8100,133,500,24794
"160",169,"Kladno",1995-09-28,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,14600,82,500,78256
"161",170,"Kromeriz",1996-07-02,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,22100,62,1000,79183
"162",171,"Nachod",1996-06-08,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,6700,63,500,33192
"163",172,"Rakovnik",1993-08-30,"monthly",2,1,NA,NA,NA,NA,NA,NA,15,46720,131,700,78889
"164",173,"Zdar nad Sazavou",1993-11-26,"monthly",2,0,"expired","Flase","False",104808,8734,"12",15,18560,156,500,87882
"165",174,"Usti nad Orlici",1996-09-04,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,3400,57,900,21345
"166",176,"Novy Jicin",1996-08-12,"weekly",1,0,"expired","Flase","False",27456,2288,"12",30,61900,82,800,126553
"167",177,"Hl.m. Praha",1997-09-26,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,25300,32,800,75171
"168",178,"Kromeriz",1997-09-06,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,2100,33,1000,18082
"169",179,"Hl.m. Praha",1997-09-22,"weekly",1,0,NA,NA,NA,NA,NA,NA,30,38300,38,200,134432
"170",180,"Brno - venkov",1993-12-14,"weekly",1,1,NA,NA,NA,NA,NA,NA,4,28800,133,-2335,116418
"171",181,"Tabor",1996-06-11,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,10400,65,200,52501
"172",182,"Pardubice",1996-08-24,"monthly",1,0,NA,NA,NA,NA,NA,NA,1900,5600,6,200,16900
"173",183,"Hradec Kralove",1993-12-12,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,21440,125,200,63967
"174",184,"Vsetin",1996-02-21,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,24000,70,600,86912
"175",185,"Ceska Lipa",1997-07-04,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,18900,37,1000,79865
"176",186,"Hl.m. Praha",1993-07-29,"weekly",1,0,NA,NA,NA,NA,NA,NA,30,59700,172,700,162314
"177",187,"Kolin",1993-03-28,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,4200,135,200,26365
"178",188,"Brno - mesto",1993-04-20,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,26080,139,700,100010
"179",189,"Sumperk",1997-04-16,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,28320,42,700,76341
"180",190,"Ostrava - mesto",1995-03-02,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,23500,97,500,69474
"181",191,"Usti nad Labem",1997-03-17,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,48000,43,600,126097
"182",192,"Brno - venkov",1993-01-08,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,13450,139,300,39284
"183",193,"Jesenik",1996-12-22,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,11500,52,300,39963
"184",194,"Chrudim",1996-08-01,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,5550,72,400,38894
"185",195,"Karvina",1997-02-27,"monthly",2,1,NA,NA,NA,NA,NA,NA,15,13100,46,600,56940
"186",196,"Kladno",1993-11-14,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,29700,137,400,86238
"187",197,"Hl.m. Praha",1993-02-25,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,43040,144,800,76344
"188",198,"Karvina",1993-10-25,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,12450,121,900,30570
"189",199,"Karvina",1996-10-26,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,2970,49,700,29612
"190",200,"Pelhrimov",1994-07-03,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,47200,114,900,125341
"191",201,"Vyskov",1994-11-02,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,15200,104,600,62199
"192",204,"Bruntal",1996-01-13,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,1470,67,600,27125
"193",205,"Hl.m. Praha",1997-10-08,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,6300,37,1000,45527
"194",206,"Trebic",1995-04-08,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,8480,119,1100,42635
"195",207,"Benesov",1993-07-25,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,8100,155,900,36471
"196",208,"Brno - mesto",1996-03-27,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,17800,71,700,61131
"197",209,"Litomerice",1996-11-24,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,4600,65,900,45817
"198",210,"Rychnov nad Kneznou",1996-03-17,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,25120,69,1000,56027
"199",211,"Plzen - sever",1997-07-19,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,59600,46,800,151101
"200",212,"Plzen - jih",1993-01-20,"weekly",1,1,NA,NA,NA,NA,NA,NA,30,62100,146,200,137979
"201",213,"Opava",1995-08-29,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,26400,81,1000,87659
"202",214,"Domazlice",1997-03-09,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,2130,39,500,17518
"203",215,"Tachov",1997-11-25,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,4590,23,1000,19113
"204",216,"Louny",1994-05-16,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,8600,108,500,36351
"205",217,"Vsetin",1995-01-20,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,19700,97,800,48581
"206",218,"Frydek - Mistek",1996-02-06,"monthly",1,0,NA,NA,NA,NA,NA,NA,0,59800,104,-2172,146909
"207",219,"Plzen - sever",1995-09-06,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,20800,80,500,81085
"208",220,"Olomouc",1993-04-09,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,7850,133,400,36356
"209",221,"Prachatice",1996-10-30,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,25400,54,300,69998
"210",222,"Litomerice",1993-03-15,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,50800,140,500,106492
"211",223,"Most",1995-06-13,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,25800,64,800,76631
"212",224,"Cesky Krumlov",1996-10-27,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,9350,50,1100,28997
"213",225,"Hl.m. Praha",1993-07-28,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,27520,179,1000,92940
"214",226,"Karvina",1997-02-23,"monthly",1,1,"current","False","False",109344,9112,"12",15,23400,55,1000,80433
"215",227,"Plzen - jih",1995-03-28,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,52000,91,700,119200
"216",228,"Kolin",1993-09-28,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,53500,129,800,81057
"217",229,"Hl.m. Praha",1997-06-07,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,3760,39,1100,32493
"218",230,"Hl.m. Praha",1996-02-26,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,20300,70,600,66172
"219",231,"Domazlice",1995-04-03,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,2700,91,900,21913
"220",232,"Jicin",1997-11-29,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,46720,28,700,84657
"221",234,"Opava",1993-07-15,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,11000,127,500,29550
"222",235,"Usti nad Labem",1993-10-06,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,5070,127,1000,30633
"223",236,"Olomouc",1996-03-16,"monthly",2,0,NA,NA,NA,NA,NA,NA,300,3700,11,900,24700
"224",237,"Svitavy",1994-03-25,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,6200,111,900,19487
"225",238,"Kutna Hora",1993-08-15,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,2850,125,500,21972
"226",239,"Jesenik",1993-03-01,"weekly",1,0,NA,NA,NA,NA,NA,NA,30,63200,184,300,178670
"227",240,"Olomouc",1997-04-28,"monthly",2,0,NA,NA,NA,NA,NA,NA,15,23600,42,300,67915
"228",241,"Cesky Krumlov",1996-09-29,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,5040,69,500,41009
"229",242,"Jesenik",1996-08-29,"monthly",1,0,NA,NA,NA,NA,NA,NA,15,47520,58,500,72333
"230",243,"Brno - venkov",1993-11-06,"weekly",1,0,NA,NA,NA,NA,NA,NA,30,69500,154,900,157027
"231",244,"Karlovy Vary",1993-02-08,"monthly",1,1,NA,NA,NA,NA,NA,NA,15,8370,175,800,62976
"232",245,"Znojmo",1993-11-25,"monthly",1,0,NA,NA,NA,NA,NA,NA,0,62800,148,-1211,135093
